"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"356","Andre Baccellia","ARZ","wr","14","17","37.6","0","0","0","0","0","0","0","0","0","0","23.6469","15.3016","175.869","0.7835","0.1428","0.0714","0.0314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"357","Payne Durham","TB","te","5","17","16.1","0","0","0","0","0","0","0","0","0","0","9.2257","6.5475","68.241","0.4584","0.0802","0.0401","0.0229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"358","Tommy Sweeney","NYG","te","13","17","15.4","0","0","0","0","0","0","0","0","0","0","8.6962","6.409","61.9762","0.4683","0.0931","0.0465","0.0157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"359","Davis Allen","LA","te","10","17","15.2","0","0","0","0","0","0","0","0","0","0","8.4224","6.1031","63.72","0.4486","0.0747","0.0374","0.0252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"360","A.T. Perry","NO","wr","11","17","36.4","0","0","0","0","0","0","0","0","0","0","20.1513","12.6169","179.0932","0.9795","0.1199","0.0599","0.0282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"361","KhaDarel Hodge","ATL","wr","11","17","35.7","0","0","0","0","0","0","0","0","0","0","21.0192","13.2722","170.294","0.8776","0.1178","0.0589","0.0785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"362","Lucas Krull","NO","te","11","17","14.2","0","0","0","0","0","0","0","0","0","0","7.6784","5.5293","60.94","0.4316","0.0677","0.0338","0.0187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"363","Chris Manhertz","DEN","te","9","17","13.8","0","0","0","0","0","0","0","0","0","0","7.7781","5.6945","54.8302","0.4288","0.0673","0.0337","0.0236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"364","Jeremy Ruckert","NYJ","te","7","17","13.8","0","0","0","0","0","0","0","0","0","0","7.5764","5.4618","58.1812","0.4145","0.0666","0.0333","0.0249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"365","Cole Turner","WAS","te","14","17","13.1","0","0","0","0","0","0","0","0","0","0","7.4782","5.2278","57.2324","0.3559","0.063","0.0315","0.0168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"366","Xavier Hutchinson","HST","wr","7","17","34.3","0","0","0","0","0","0","0","0","0","0","20.9421","13.7974","156.6882","0.8035","0.1311","0.0655","0.035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"367","Calvin Austin III","PIT","wr","6","17","34.1","0","0","0","0","0","0","0","0","0","0","19.503","12.395","161.5097","0.9215","0.1178","0.0589","0.0208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"368","Anthony McFarland Jr.","PIT","rb","6","17","18.1","0","0","0","0","0","0","0","24.1902","105.2689","0.705","2.116","1.7141","12.6151","0.07","0.1666","0.0833","0.0123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"369","Lance McCutcheon","LA","wr","10","17","33.9","0","0","0","0","0","0","0","0","0","0","19.0273","11.391","170.4352","0.9155","0.1078","0.0539","0.0309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"370","Cameron Latu","SF","te","9","17","12.5","0","0","0","0","0","0","0","0","0","0","6.7318","4.7972","52.9035","0.4001","0.0587","0.0294","0.0239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"371","Jermar Jefferson","DET","rb","9","17","17.6","0","0","0","0","0","0","0","0","0","0","10.8243","8.7723","65.2161","0.3951","0.0866","0.0433","0.0112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"372","Nelson Agholor","BLT","wr","13","17","33.1","0","0","0","0","0","0","0","0","0","0","19.8259","12.5264","153.844","0.8672","0.1779","0.0889","0.0188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"373","Latavius Murray","BUF","rb","13","17","16.9","0","0","0","0","0","0","0","12.2447","50.0714","0.3559","6.5569","5.4099","33.8971","0.1582","0.1028","0.0514","0.0073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"374","Charlie Woerner","SF","te","9","17","11.4","0","0","0","0","0","0","0","0","0","0","6.1886","4.3626","47.735","0.3671","0.0523","0.0262","0.0213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"375","Ray-Ray McCloud III","SF","wr","9","17","32.1","0","0","0","0","0","0","0","0","0","0","21.8779","14.472","138.8907","0.7416","1.5519","0.776","0.0405","1034.9918","0.7604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"376","Jalen Reagor","MIN","wr","13","17","31.8","0","0","0","0","0","0","0","6.5491","36.2193","0.2992","17.1908","11.5203","111.6908","0.627","0.166","0.083","0.0254","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"377","Hunter Long","LA","te","10","17","10.5","0","0","0","0","0","0","0","0","0","0","5.7156","4.103","44.9954","0.3095","0.0498","0.0249","0.0168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"378","Marquise Goodwin","CLV","wr","5","17","31.3","0","0","0","0","0","0","0","0","0","0","19.1485","11.2205","153.5984","0.7965","0.1277","0.0639","0.0204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"379","Eric Gray","NYG","rb","13","17","14.7","0","0","0","0","0","0","0","6.279","27.906","0.1835","6.7637","5.4449","41.5078","0.2001","0.0938","0.0469","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"380","Jalen Guyton","LAC","wr","5","17","30.6","0","0","0","0","0","0","0","0","0","0","16.0977","10.1019","152.839","0.8689","0.0871","0.0436","0.0164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"381","Ian Thomas","CAR","te","7","17","9.3","0","0","0","0","0","0","0","0","0","0","5.7817","4.3091","34.6364","0.2627","0.0468","0.0234","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"382","David Bell","CLV","wr","5","17","30.4","0","0","0","0","0","0","0","0","0","0","18.2487","11.9356","143.9227","0.6878","0.1077","0.0539","0.0244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"383","Dyami Brown","WAS","wr","14","17","30.2","0","0","0","0","0","0","0","0","0","0","17.7608","10.1136","152.8383","0.8043","0.0894","0.0447","0.0203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"384","Stone Smartt","LAC","te","5","17","8.8","0","0","0","0","0","0","0","0","0","0","4.8197","3.544","36.6135","0.2729","0.043","0.0215","0.0095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"385","Ross Dwelley","SF","te","9","17","8.7","0","0","0","0","0","0","0","0","0","0","4.4453","3.12","37.553","0.3027","0.0374","0.0187","0.0152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"386","Chase Allen","CHI","te","13","17","8.6","0","0","0","0","0","0","0","0","0","0","5.0058","3.5483","37.3693","0.222","0.0434","0.0217","0.0115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"387","Velus Jones Jr.","CHI","wr","13","17","29","0","0","0","0","0","0","0","0","0","0","18.6019","12.1599","133.2402","0.6196","0.5048","0.2524","0.0256","921.5827","0.5173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"388","Ashton Dulin","IND","wr","11","17","29","0","0","0","0","0","0","0","0","0","0","17.9136","10.8774","136.3383","0.7392","0.0957","0.0478","0.0279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"389","Tyrion Davis-Price","SF","rb","9","17","12.8","0","0","0","0","0","0","0","20.588","88.5622","0.6548","0","0","0","0","0.1206","0.0603","0.0175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"390","Dominique Dafney","TB","te","5","17","7.4","0","0","0","0","0","0","0","0","0","0","4.3085","3.0331","30.9056","0.2114","0.0367","0.0183","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"391","La'Mical Perine","KC","rb","10","17","12.4","0","0","0","0","0","0","0","7.5526","32.3493","0.2325","4.6381","3.7939","28.8627","0.1798","0.0846","0.0423","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"392","Lew Nichols","GB","rb","6","17","12.2","0","0","0","0","0","0","0","17.2187","75.3235","0.5179","1.0246","0.8129","6.0945","0.0286","0.1166","0.0583","0.0119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"393","Gerrit Prince","JAX","te","9","17","6.2","0","0","0","0","0","0","0","0","0","0","3.2776","2.351","26.5197","0.2077","0.0288","0.0144","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"394","Marquez Callaway","DEN","wr","9","17","27.4","0","0","0","0","0","0","0","0","0","0","15.7679","9.2585","133.2761","0.8041","0.0698","0.0349","0.0208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"395","Dare Ogunbowale","HST","rb","7","17","11.3","0","0","0","0","0","0","0","0","0","0","8.0985","6.4064","42.916","0.2112","1.3889","0.6945","0.0059","1248.344","0.9267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"396","Richie James","KC","wr","10","17","27.2","0","0","0","0","0","0","0","0","0","0","15.0384","11.5051","114.5278","0.7066","0.0949","0.0474","0.0184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"397","John FitzPatrick","ATL","te","11","17","5.9","0","0","0","0","0","0","0","0","0","0","3.2788","2.3211","25.2321","0.1682","0.0284","0.0142","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"398","John Lovett","MIA","te","10","17","5.4","0","0","0","0","0","0","0","0","0","0","2.9905","2.1602","22.7211","0.1688","0.0264","0.0132","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"399","Bernhard Seikovits","ARZ","te","14","17","5.2","0","0","0","0","0","0","0","0","0","0","2.9669","2.1286","22.6413","0.1361","0.0261","0.013","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"400","Dante Pettis","CHI","wr","13","17","25.8","0","0","0","0","0","0","0","0","0","0","16.7019","10.4473","117.5311","0.671","0.9639","0.4819","0.0205","301.7147","0.282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"401","Stephen Sullivan","CAR","te","7","17","4.1","0","0","0","0","0","0","0","0","0","0","2.2954","1.5953","18.0477","0.1232","0.0193","0.0096","0.0043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"402","Bo Melton","GB","wr","6","17","24.7","0","0","0","0","0","0","0","0","0","0","15.7279","10.0035","112.5256","0.5699","0.095","0.0475","0.0232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"403","Sean McKeon","DAL","te","7","17","3.4","0","0","0","0","0","0","0","0","0","0","1.8365","1.3498","14.0241","0.1045","0.0163","0.0082","0.006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"404","Puka Nacua","LA","wr","10","17","23.1","0","0","0","0","0","0","0","0","0","0","13.3288","8.673","110.1656","0.5655","0.0824","0.0412","0.0236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"405","Tyree Jackson","PHI","te","10","17","1.5","0","0","0","0","0","0","0","0","0","0","0.8324","0.5985","6.1955","0.0482","0.0072","0.0036","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"406","Chris Moore","TEN","wr","7","17","22.4","0","0","0","0","0","0","0","0","0","0","13.6104","9.8158","95.4508","0.5075","0.078","0.039","0.0181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"407","Kaylon Geiger","TB","wr","5","17","22.2","0","0","0","0","0","0","0","0","0","0","14.143","9.0578","100.7664","0.5136","0.0861","0.043","0.0209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"408","Jared Bernhardt","ATL","wr","11","17","22","0","0","0","0","0","0","0","0","0","0","13.0565","8.3482","103.7346","0.539","0.0793","0.0397","0.0175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"409","Josh Whyle","TEN","te","7","17","0.2","0","0","0","0","0","0","0","0","0","0","0.1196","0.0862","0.9146","0.0065","0.0011","0.0005","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"410","Mason Schreck","HST","te","7","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"411","Pharaoh Brown","IND","te","11","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"412","Giovanni Ricci","CAR","te","7","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"413","Tyler Mabry","SEA","te","5","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"414","Ben Ellefson","MIN","te","13","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"415","Lawrence Cager","NYG","te","13","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"416","David Wells","TB","te","5","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"417","Nick Bowers","CIN","te","7","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"418","John Raine","ATL","te","11","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"419","Armani Rogers","WAS","te","14","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"420","Seth Green","DAL","te","7","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"421","Justin Rigg","TEN","te","7","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"422","Kenny Yeboah","NYJ","te","7","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"423","Hunter Kampmoyer","LAC","te","5","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"424","Matt Sokol","NE","te","11","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"425","Kendall Blanton","KC","te","10","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"426","Chris Myarick","NYG","te","13","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"427","Scotty Washington","NE","te","11","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"428","Hunter Thedford","CLV","te","5","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"429","Matt Bushman","KC","te","10","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"430","Tucker Fisk","ATL","te","11","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"431","Connor Heyward","PIT","te","6","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"432","Jake Tonges","CHI","te","13","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"433","Austin Allen","GB","te","6","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434","Dalton Keene","HST","te","7","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"435","Nick Muse","MIN","te","13","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"436","Curtis Hodges","WAS","te","14","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"437","Rodney Williams","PIT","te","6","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"438","Tanner Hudson","CIN","te","7","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"439","Thomas Odukoya","TEN","te","7","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440","Will Mallory","IND","te","11","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"441","Brayden Willis","SF","te","9","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"442","Derrick Deese Jr.","DET","te","9","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"443","Cole Fotheringham","LV","te","13","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"444","Zack Kuntz","NYJ","te","7","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"445","Dre Miller","GB","te","6","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
